股票代码,股票名称,当前价,昨收价,开盘价,最高价,最低价,成交量,成交额,总市值,流通市值,市盈率,市净率,换手率,买盘总量,卖盘总量,交易日期,更新时间
000001,平安银行,11.61,11.7,11.68,11.74,11.57,691925.0,806150000.0,2253.03,2253.0,5.18,0.48,0.36,31726400,37466200.0,2026-09-17,16:14:39
000002,万  科Ａ,3.02,3.03,3.01,3.03,3.0,553290.0,166930000.0,360.31,293.4,-0.39,0.35,0.57,26649000,28679900.0,2026-09-17,16:14:39
000004,国华退,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0.68,0.64,2.48,0.78,0.0,0,0.0,2026-09-17,09:00:00
000006,深振业Ａ,6.87,6.74,6.68,6.96,6.66,130855.0,89390000.0,92.74,92.74,-138.4,1.76,0.97,6874700,6210800.0,2026-09-17,16:14:42
000007,全新好,11.31,11.19,11.18,11.47,11.08,67309.0,75940000.0,39.18,39.18,-925.19,21.95,1.94,3306900,3424000.0,2026-09-17,16:14:39
000008,神州高铁,2.4,2.4,2.39,2.4,2.36,211264.0,50400000.0,65.19,65.19,-8.21,3.06,0.78,9097900,12028500.0,2026-09-17,16:14:39
000009,中国宝安,6.9,6.97,6.94,6.98,6.85,87800.0,60740000.0,177.97,177.75,-252.51,1.82,0.34,3802200,4977700.0,2026-09-17,16:14:42
000010,*ST美丽,1.56,1.57,1.58,1.58,1.54,128715.0,20040000.0,17.93,14.31,-611.7,7.17,1.4,4575600,8295900.0,2026-09-17,16:14:39
000011,深物业A,8.93,8.39,8.4,9.03,8.28,177337.0,154590000.0,53.22,47.01,-109.24,1.61,3.37,9811300,7922400.0,2026-09-17,16:14:45
000012,南  玻Ａ,3.75,3.73,3.7,3.82,3.69,311217.0,117410000.0,114.09,73.47,-30.83,0.9,1.59,19115800,12005900.0,2026-09-17,16:14:42
000014,沙河股份,10.19,10.05,10.09,10.28,9.94,50113.0,50650000.0,24.66,24.66,-15.29,1.79,2.07,2677900,2333400.0,2026-09-17,16:14:48
000016,*ST康佳A,2.46,2.46,0.0,0.0,0.0,0.0,0.0,59.24,39.28,-0.48,-0.53,0.0,0,0.0,2026-09-17,16:14:39
000017,深中华A,7.44,7.5,7.46,7.55,7.23,610645.0,450880000.0,51.28,32.8,154.72,13.01,13.85,30745200,30319300.0,2026-09-17,16:14:45
000019,深粮控股,6.88,6.74,6.7,6.99,6.63,334254.0,228190000.0,79.29,28.64,44.28,1.6,8.03,16138300,17287100.0,2026-09-17,16:14:51
